uuid,author_sort,title_sort,authors,title,formats,size,languages,isbn,tags
"8e7eea22-c310-4e56-87bf-8935d4270806","Richert, Willi & Coelho, Luis Pedro","Building Machine Learning Systems With Python","Willi Richert & Luis Pedro Coelho","Building Machine Learning Systems With Python","epub","11020505","eng","9781782161400","Python"
"2f11a760-f331-4190-bfdd-26979a2ca555","Shukla, Nishant","Haskell Data Analysis Cookbook","Nishant Shukla","Haskell Data Analysis Cookbook","epub","5450529","eng","9781783286331",""
"19a5d045-9aae-4d0e-98ac-c468ee0baf8d","Rowling, J.K.","Harry Potter and the Deathly Hallows","J.K. Rowling","Harry Potter and the Deathly Hallows","epub, mobi","2553857","eng","",""
"02a40103-68e9-4881-86d0-7cd9d3861184","Rowling, J.K.","Harry Potter and the Prisoner of Azkaban","J.K. Rowling","Harry Potter and the Prisoner of Azkaban","epub, mobi","1740353","eng","",""
"abaf7d06-eeca-456d-b530-85ab408d3951","Ben Fry","Visualizing Data","Ben Fry","Visualizing Data","epub","5528692","eng","9780596554729",""
"ff1ddae3-ed18-490f-a5dd-3380c8fde09a","Eco, Umberto","Name of the Rose, The","Umberto Eco","The Name of the Rose","epub","4717803","eng","",""
"7d77c03d-d7e9-4e49-ae65-42c8d695e373","Rowling, J.K.","Harry Potter and the Half-Blood Prince","J.K. Rowling","Harry Potter and the Half-Blood Prince","epub, mobi","2419293","eng","",""
"d9953c8d-e66b-4a84-9d6b-0586e7db7afd","Peleg, Dan","Mastering Sublime Text","Dan Peleg","Mastering Sublime Text","epub","6180433","eng","",""
"8e62c247-8072-42d1-8c08-409cfe512c8c","Terwoord, Nicholas","Highcharts Cookbook","Nicholas Terwoord","Highcharts Cookbook","epub","3882870","eng","9781783559688",""
"8e3ec005-3108-4c02-935c-cc362acda2b4","Krosing, Hannu","PostgreSQL Server Programming","Hannu Krosing","PostgreSQL Server Programming","epub","2090635","eng","9781849516983",""
"eab68d24-97be-4f9f-975c-80ba12d5c866","Matthias, Karl & Kane, Sean P.","Docker: Up & Running","Karl Matthias & Sean P. Kane","Docker: Up & Running","epub","1929560","eng","9781491918517","Computers"
"711e7214-6d99-4c37-bc1a-623dc7e71442","Portwood, Charles R. Ii","Yii Project Blueprints","Charles R. Portwood Ii","Yii Project Blueprints","epub","5850764","eng","9781783287734",""
"a9c5e50b-0330-4f37-be06-f5f5489feb1a","Lammers, Kenneth","Unity Shaders and Effects Cookbook","Kenneth Lammers","Unity Shaders and Effects Cookbook","epub","27918249","eng","1849695083","Computers, Programming, java, design"
"93e63b53-9d9a-4c0e-a2c6-a540728abeab","Rowling, J.K.","Harry Potter and the Order of the Phoenix","J.K. Rowling","Harry Potter and the Order of the Phoenix","epub, mobi","4055731","eng","",""
"e963e4f5-7a85-4c66-8c25-c0092a4553df","Sabia, Martino & Wang, Cathy","Python Tools for Visual Studio","Martino Sabia & Cathy Wang","Python Tools for Visual Studio","epub","11748805","eng","9781783288687",""
"5d022e44-f653-4d65-a400-af45acdee1a8","Kozlowski, Pawel","Mastering Web Application Development With AngularJS","Pawel Kozlowski","Mastering Web Application Development With AngularJS","epub","2256966","eng","9781782161837","Computers, Programming, JavaScript"
"fa447139-fe33-4582-bcf2-b65896a12b6e","Branas, Rodrigo","AngularJS Essentials","Rodrigo Branas","AngularJS Essentials","epub","462089","eng","","JavaScript, Angular"
"cd4560cd-fb11-4275-8baa-0fd1ce0166b0","Vanston, Alex","AngularJS Directives","Alex Vanston","AngularJS Directives","epub","880713","eng","9781783280339","technical, Angular, JavaScript"
"cc7b2cd8-c87a-4d6d-b593-b84617c19c9b","Pop, Alex","Learning AngularJS for .NET Developers","Alex Pop","Learning AngularJS for .NET Developers","epub","2528297","eng","9781783986606",""
"a800d9e0-dc27-4283-9aff-5f3186e43f45","Lavin, Jim","AngularJS Services","Jim Lavin","AngularJS Services","epub","609248","eng","9781783983568","Angular, JavaScript"
"c12b65df-506a-4f00-b041-95e2736ac8dc","Patel, Sandeep Kumar","Responsive Web Design With AngularJS","Sandeep Kumar Patel","Responsive Web Design With AngularJS","epub","4145360","eng","9781784398422",""
"fa69bfe7-4c1b-41b0-a151-cfca2d5a717c","Dyer, Russell J. T.","Learning MySQL and MariaDB: Heading in the Right Direction With MySQL and MariaDB","Russell J. T. Dyer","Learning MySQL and MariaDB: Heading in the Right Direction With MySQL and MariaDB","epub","1523897","eng","9781449362850","Computers"
"752b636a-511d-48f0-be99-912d08a0efcb","Rowling, J.K.","Harry Potter and the Goblet of Fire","J.K. Rowling","Harry Potter and the Goblet of Fire","epub, mobi","2856482","eng","",""
"63f76dbb-b386-4674-b96d-e8d1b1cb4e90","Rowling, J.K.","Harry Potter and the Sorcerer's Stone","J.K. Rowling","Harry Potter and the Sorcerer's Stone","epub, mobi","1343849","eng","",""
"fb238698-b2eb-416a-97ae-809664805805","Doran, John P.","Unity Game Development Blueprints","John P. Doran","Unity Game Development Blueprints","epub","26365353","eng","9781783553655",""
"c376177e-9963-4989-b9d0-d29770d97095","Kaitila, Christer","Game Jam Survival Guide, The","Christer Kaitila","The Game Jam Survival Guide","epub","2842205","eng","","Computers, Programming"
"12cbcf09-2ac3-4ec1-866f-c3ff9fefaa7c","D'Aoust, Kyle","Unity Game Development Scripting","Kyle D'Aoust","Unity Game Development Scripting","epub","1911550","eng","9781783553631",""
"bd4a450e-1a4e-49d6-b088-097b1859cbef","Makzan","HTML5 Game Development by Example: Beginner's Guide - Second Edition","Makzan","HTML5 Game Development by Example: Beginner's Guide - Second Edition","epub","25063961","eng","178528777X","Computers & Technology, Internet & Social Media, Web Browsers, Programming, Game Programming, Programming Languages, Games"
"c2817329-a1c4-48be-bb55-3c6043205beb","Neuburg, Matt","iOS 8 Programming Fundamentals with Swift","Matt Neuburg","iOS 8 Programming Fundamentals with Swift","epub","3753945","eng","9781491908907",""
"8a95e255-b702-4384-8e8c-8341e12dd4ff","Catton, Eleanor","Luminaries, The","Eleanor Catton","The Luminaries","epub","3189810","eng","",""
"fb737020-0b05-4ff9-b7c3-66343041a5a4","Kyle, Chris","American Sniper","Chris Kyle","American Sniper","epub","14260874","eng","","biography"
"e6189ce5-dcab-4007-9c95-5d4015502db8","Wei, Jason","Android Database Programming","Jason Wei","Android Database Programming","epub","2606619","eng","9781849518123","technical, android"
"a88e054c-8831-4bc7-a1c4-05b796775f18","Reichel, Andreas Josef","Building a BeagleBone Black Super Cluster","Andreas Josef Reichel","Building a BeagleBone Black Super Cluster","epub","4902636","eng","9781783989447",""
"fd8158a2-a6ba-461b-8204-3354bf6ec22d","Ritland, Marcus","3D Printing With SketchUp","Marcus Ritland","3D Printing With SketchUp","epub","11319786","eng","9781783284573","3D design"
"79417803-34be-44cc-b7af-24d2e268044a","Hudack, Paul","Haskell School of Music","Paul Hudack","Haskell School of Music","pdf","4052702","","",""
"683809bf-b9d6-4818-9de0-307c53f4c18e","Hartranft, Chip","Yoga-Sutra of Patanjali, The","Chip Hartranft","The Yoga-Sutra of Patanjali","epub","1281294","eng","","yoga"
"3f107cae-a8cc-4601-b2f2-ea5b9dba235f","Iyengar, B. K. S., 1918-","Light on yoga; yoga dipika","Iyengar, B. K. S., 1918-","Light on yoga; yoga dipika","epub","3292687","eng","","yoga"
"f2b94d2a-a351-469e-9124-c646a0ee38c8","Yogananda, Paramahansa, 1893-1952","Autobiography of a Yogi","Yogananda, Paramahansa, 1893-1952","Autobiography of a Yogi","epub","2053945","eng","","yoga"
"d889501b-15ac-4b74-91e1-29b63628b004","Lyons, Dan","Disrupted","Dan Lyons","Disrupted","epub, mobi","1503117","eng","","biography"
"56ddcbd6-7372-440a-a45a-5523e128b777","Fink, Joseph","Welcome to Night Vale","Joseph Fink","Welcome to Night Vale","epub","691762","eng","",""
"82f3efc1-84c9-49f8-876a-4d2f7a5f20da","thoughtbot","playbook","thoughtbot","playbook","epub","1083981","eng","",""
"eea416b9-3041-4acb-a3c5-d75c082ad075","uservoice","Product Roadmap Prioritization eBook UserVoice","uservoice","Product Roadmap Prioritization eBook UserVoice","pdf","2599555","","",""
"5a68a249-df8b-44ab-abc0-405cc570bed8","Martin, Robert C.","Robert C. Martin Clean Code Collection (Collection) (Robert C. Martin Series), The","Robert C. Martin","The Robert C. Martin Clean Code Collection (Collection) (Robert C. Martin Series)","pdf","3765822","eng","","Computers & Technology, Testing, Software Design; Testing & Engineering, Software Development, Programming, Software Design"
"7b9f72a1-5d50-4a82-892a-3bac800f7be5","Mitchell, Margaret","Gone With the Wind","Margaret Mitchell","Gone With the Wind","epub","2182923","eng","",""
"a2e625e6-b31b-4043-bcf4-2accdcf945dd","Huxley, Aldous, 1894-1963","perennial philosophy, The","Huxley, Aldous, 1894-1963","The perennial philosophy","pdf","33393268","","",""
"63aad200-5167-4e22-b82e-e3a7871dbb32","Hesse, Hermann, 1877-1962","Siddhartha;","Hesse, Hermann, 1877-1962","Siddhartha;","epub","215125","eng","","buddhism"
"e5a9c4a5-8db3-47eb-bfd5-12b336077b9c","SMART, GEOFF","Who","GEOFF SMART","Who","epub, mobi","1039206","eng","9780345510440","Fiction"
"98508b36-7fa2-495e-8de0-c3bb62ee2362","Collins, Jim","Good to Great","Jim Collins","Good to Great","epub, mobi","9194303","eng","",""
"77ea11d6-422f-4d74-9760-74bbbd00cfad","Grossman, Lev","Magicians, The","Lev Grossman","The Magicians","epub","1102376","eng","",""
"290f9491-c1bb-4b40-97ce-d9f75d011950","Forrest, Ana T.","Fierce Medicine","Ana T. Forrest","Fierce Medicine","epub","12720827","eng","",""
"2602781c-b90d-424a-8833-a4cb2c0869ac","Moseley, Ben & Marks, Peter","Out of the Tar Pit","Ben Moseley & Peter Marks","Out of the Tar Pit","epub","71787","eng","","functional programming"
"22d57fea-8a91-4b5b-871e-81566112b85a","Asimov, Isaac","Foundation","Isaac Asimov","Foundation","epub","2311937","eng","9780553900347",""
"2a57f5c7-ef19-4734-94a6-d1ca14042c5d","Mukherjee, Siddhartha","Emperor of All Maladies, The","Siddhartha Mukherjee","The Emperor of All Maladies","epub","8114253","eng","",""
"5c6021fc-0274-46f7-a69b-354686bfa476","Stankiević, V.","El la vivo de esperantistoj","V. Stankiević","El la vivo de esperantistoj","epub","43541","epo","",""
"de71643e-05bb-4bff-af5e-ce8f66da4c15","Scott Chacon, Ben Straub","Pro Git","Scott Chacon, Ben Straub","Pro Git","epub","5686224","eng","",""
"20b747de-e094-43e4-a1d8-4522e458f061","Kondo, Marie","Life-Changing Magic of Tidying Up, The","Marie Kondo","The Life-Changing Magic of Tidying Up","epub","2341129","eng","978-1-60774-731-4",""
"fbb1891b-baf0-44dd-b530-8aeedca33a70","Haldeman, Joe","Mars Girl As Big as the Ritz, The","Joe Haldeman & Gregory Benford","The Mars Girl As Big as the Ritz","epub","1864937","eng","978-1-61242-317-3",""
"a9863e78-d644-4bea-bca2-f10b5bce96f4","Gawande, Atul","Checklist Manifesto, The","Atul Gawande","The Checklist Manifesto","epub","978807","eng","","non-fiction"
"d057c391-e66d-4970-a55b-13f1e4b5b6a5","Berger, Lee R. & Hawks, John","Almost Human: The Astonishing Tale of Homo Naledi and the Discovery That Changed Our Human Story","Lee R. Berger & John Hawks","Almost Human: The Astonishing Tale of Homo Naledi and the Discovery That Changed Our Human Story","pdf","12014429","eng","9781426218118",""
"e10e2d9d-7169-4824-ba80-fe867cefaa7b","Lear, Edward","La Rakonto Pri la Kvar Infanoj Kiuj Iris Tra la Mondo","Edward Lear","La Rakonto Pri la Kvar Infanoj Kiuj Iris Tra la Mondo","pdf","604147","epo","","esperanto"
"15e5adab-b997-442a-8aa1-256f82373a9c","Liu, Cixin","Three-Body Problem, The","Cixin Liu","The Three-Body Problem","epub","2682885","eng","9781466853447",""
"64aa9943-d622-4198-878c-499743f64dbc","Elgin Suzette Haden;","Native Tongue","Suzette Haden Elgin","Native Tongue","epub","620649","eng","9781558617766",""
"14c0ec6e-e4c1-40fa-97ff-7695c8eb8f90","Rowling, J.K.","Harry Potter and the Cursed Child","J.K. Rowling","Harry Potter and the Cursed Child","epub, mobi","1203561","eng","",""
"361e33b3-bf56-438b-b67d-412e3d3eefc9","Portella, Luiz","13 Oktobro 1582","Luiz Portella","13 Oktobro 1582","epub","393370","epo","","esperanto"
"5fa1243b-e898-4694-82c0-0e43f082f538","Esperanto Magazine","Esperanto Magazine","Esperanto Magazine","Esperanto Magazine","pdf","3318660","","",""
"98ca57fb-efdf-43e2-ae9c-4beb5893aa6e","Esperanto, La Ondo de","La Ondo de Esperanto, 2010, n-ro 2 (184)","La Ondo de Esperanto","La Ondo de Esperanto, 2010, n-ro 2 (184)","pdf","3359787","epo","",""
"014c0a5f-7809-478b-ba92-42b05613019f","Esperanto, La Ondo de","La Ondo de Esperanto, 2011, n-ro 2 (196)","La Ondo de Esperanto","La Ondo de Esperanto, 2011, n-ro 2 (196)","pdf","2431719","epo","",""
"31c0d4ef-c724-479e-b86a-23c15713062c","Schumer, Amy","Girl with the Lower Back Tattoo, The","Amy Schumer","The Girl with the Lower Back Tattoo","epub, mobi","49334706","eng","",""
"d0d43ae1-e809-496c-ae93-ca849dd977cc","Martinez, Antonio Garcia","Chaos Monkeys","Antonio Garcia Martinez","Chaos Monkeys","epub","794901","eng","","non-fiction"
"49460f4b-43de-4f7c-ba92-1a8d808465f6","Wagar, Drew","Altera","Drew Wagar","Altera","epub","68138","eng","","space, sci-fi"
"c3030976-8f6d-440d-abbd-451532eb9db8","Wagar, Drew","Incursio","Drew Wagar","Incursio","epub","574849","eng","","sci-fi"
"30000415-12dc-46fc-9581-8b06e67ef147","Wagar, Drew","Finis","Drew Wagar","Finis","epub","343097","eng","","sci-fi"
"787a9c20-86ab-4cca-90db-25016945292b","Wagar, Drew","Status Quo","Drew Wagar","Status Quo","epub","402380","eng","","sci-fi, space, adventure, romance"
"056ac155-ff7a-4a24-b599-a1ec6bf1de78","Wagar, Drew","Mutabilis","Drew Wagar","Mutabilis","epub","476634","eng","","sci-fi"
"ec49fa88-a79c-4df8-8554-d1be84c0bd15","Howey, Hugh","Wool Omnibus","Hugh Howey","Wool","epub","633681","eng","",""
"14355864-e6ee-4c2a-99c3-6686571f595f","SAPKOWSKI, ANDRZEJ","Last Wish: Introducing The Witcher, The","Andrzej Sapkowski","The Last Wish: Introducing The Witcher","epub","392947","eng","9780316055086",""
"45dcb0ba-1cc2-44f7-822a-bbb5951d5d4a","Sapkowski, Andrzej","Tower of Swallows, The","Andrzej Sapkowski","The Tower of Swallows","epub","695292","eng","","Fiction, Fantasy"
"0536fb23-a1de-4e47-bcec-f13d995c29f5","SAPKOWSKI, ANDRZEJ","Blood of Elves","Andrzej Sapkowski","Blood of Elves","epub","493219","eng","9780316073714","Fantasy"
"542d07fb-d98b-4bf0-a9c6-33245f820ba7","Millar, Mark","Old Man Logan 01","Mark Millar","Old Man Logan 01","cbr","13394289","","","comics"
"6f680a1c-9e0a-4086-b20c-482fb2290bb0","Millar, Mark","Old Man Logan 02","Mark Millar","Old Man Logan 02","cbr","7829063","","","comics"
"5c22c60a-4fd3-4ab9-b826-35e457396837","Millar, Mark","Old Man Logan 08","Mark Millar","Old Man Logan 08","cbr","122943793","","","comics"
"2ca26bf6-630e-4f7b-ad92-9d6421fb50e6","Lemire, Jeff","Wolverine: Old Man Logan Vol. 1: Berzerker by Jeff Lemire (2016-07-26)","Jeff Lemire","Wolverine: Old Man Logan Vol. 1: Berzerker by Jeff Lemire (2016-07-26)","cbr","13741970","","","comics"
"e9a8a2ed-6e26-463e-9000-88755cf82c85","Millar, Mark","Old Man Logan 06","Mark Millar","Old Man Logan 06","cbr","15102425","","","comics"
"c4074235-7d8a-441e-8c09-76bc9c59e9b6","Millar, Mark","Old Man Logan 05","Mark Millar","Old Man Logan 05","cbr","12165433","","","comics"
"5322fcd7-a3ab-4948-9516-818e5cf5780d","Millar, Mark","Old Man Logan 04","Mark Millar","Old Man Logan 04","cbr","10554851","","","comics"
"5154a40a-f5d6-40f6-aa4f-abbb7bc2b8c1","Millar, Mark","Old Man Logan 03","Mark Millar","Old Man Logan 03","cbr","20027267","","","comics"
"d810eeae-e6af-4c9d-9143-279d674181cc","Hawkins, Scott","Library at Mount Char, The","Scott Hawkins","The Library at Mount Char","epub","1699636","eng","",""
"5c2d6813-d074-4679-a7cd-40c43df50979","Dickens, Charles","Our Mutual Friend","Charles Dickens","Our Mutual Friend","epub","5039509","eng","9781616400309","Reference, Words; Language & Grammar, Linguistics, Satire, London (England) -- Fiction, Inheritance and succession -- Fiction, Love stories, Poor families -- Fiction, Social classes -- Fiction, Deception -- Fiction"
"e3b4315a-23ac-421e-b530-0a1191e93906","Dick, Philip K.","Man in the High Castle, The","Philip K. Dick","The Man in the High Castle","epub","1505962","eng","",""
"b9e309cf-94ad-4106-b304-8b4d26bad471","Grishin, Maxim V.","El papera eldono:","Maxim V. Grishin","El papera eldono:","epub","64277","","",""
"b706903d-ede0-4d8c-b92c-d9316a10a4f0","Card, Orson Scott","Pathfinder","Orson Scott Card","Pathfinder","epub","2078227","eng","9781416991793","Juvenile Fiction, Action & Adventure, General, Science & Technology, Fantasy & Magic, Science Fiction"
"103303f6-602e-449d-af7f-53f86f72b171","Sutherland, Jeff","Scrum","Jeff Sutherland","Scrum","epub","4135686","eng","978-0-385-34646-7",""
"120f39ef-9c7d-4f6d-ad79-a78083a384ce","Hill, Joe","Horns","Joe Hill","Horns","epub","1506456","eng","",""
"6a08cdfe-a669-4af6-8cf1-10b936d1dee5","Sanderson, Brandon","Final Empire, The","Brandon Sanderson","The Final Empire","epub","2205855","eng","",""
"88a495b1-b3b3-43cd-8409-1fd915537361","Craddock, David L","Anything But Sports","David L Craddock & Craddock","Anything But Sports","epub","184562","eng","",""
"d875c0e1-2a3d-42db-b854-fd012a9d6d6e","King, Brad","Dungeons & Dreamers","Brad King & John Borland","Dungeons & Dreamers","epub","404022","eng","9780991222735","SOC022000, HIS000000, BIO015000"
"c3335a04-a7b5-42c5-a9ea-453a6f388b93","Craddock, David L","Everybody Shake!","David L Craddock","Everybody Shake!","epub","178926","eng","",""
"2ff2d9b4-ab89-46a8-a0d4-bcfad7832efe","Wolfgang Baur, Monte Cook, Ed Greenwood, Mike Stackpole","Complete Kobold Guide to Game Design","Wolfgang Baur, Monte Cook, Ed Greenwood, Mike Stackpole","Complete Kobold Guide to Game Design","epub","1504719","eng","","Game Design"
"d38b76b8-faca-4647-b75c-0c0e7674ecab","Knorr, Alyse","Super Mario Bros. 3","Alyse Knorr","Super Mario Bros. 3","epub","696620","eng","",""
"3573aab5-f7a1-4657-a0e5-61519ce08134","Last, First M","PICO-8 Zine #1–4","PICO-8","PICO-8 Zine #1–4","epub","5320810","eng","",""
"1ca565da-5311-4cb7-be48-f020e6688ba8","gootecks","Fighting Game Fundamentals Training Mode Handbook","gootecks","Fighting Game Fundamentals Training Mode Handbook","epub","217009","eng","",""
"58b818e8-8342-43eb-a17e-9490b973c373","Butterfield, Gary","Souls Of Darkness","Gary Butterfield","Souls Of Darkness","epub","11432696","eng","",""
"d447c3fc-21ca-407c-9714-f6fb43488a30","gootecks","Fighting Game Fundamentals","gootecks","Fighting Game Fundamentals","epub","730153","eng","",""
"b6a768af-9a40-4ee7-8c16-59e69d85fa5d","Kalata, Kurt","HG101 Presents The 200 Best Video Games of All Time","Kurt Kalata","HG101 Presents The 200 Best Video Games of All Time","epub","16545512","eng","",""
"0c660bbd-cc19-41b6-a974-717540152237","Saraswati, Swami Satyananda","Systematic Course in the Ancient Tantric Techniques of Yoga and Kriya, A","Swami Satyananda Saraswati","A Systematic Course in the Ancient Tantric Techniques of Yoga and Kriya","pdf","13959404","eng","9788185787084",""
"0edc99a0-be9f-4d05-8f7e-0136f31434bc","Robbins, Arnold","Bash Pocket Reference","Arnold Robbins","Bash Pocket Reference","epub","2532666","eng","",""
"2de75ca2-6aed-4cfa-b56a-09a44c0f3b55","Robbins, Arnold & Beebe, Nelson H. F.","Classic Shell Scripting","Arnold Robbins & Nelson H. F. Beebe","Classic Shell Scripting","epub","1762233","eng","9780596159498","COMPUTERS / Operating Systems / UNIX"
"19cd7ee6-17c8-4e08-99d9-19d3a744b46a","Carl Albing, JP Vossen, and Cameron Newham","bash Cookbook","Carl Albing, JP Vossen & Cameron Newham","bash Cookbook","epub","2203173","eng","9780596158477","COMPUTERS / Operating Systems / UNIX"
"381d72dd-2a72-48fc-99ab-b4a17655c38c","Jerry Peek, Shelley Powers, Tim O’Reilly, and Mike Loukides","UNIX Power Tools, 3rd Edition","Jerry Peek, Shelley Powers, Tim O’Reilly & Mike Loukides","UNIX Power Tools, 3rd Edition","epub","3026344","eng","9780596103699","COMPUTERS / Operating Systems / UNIX"
"34dfafda-2f13-499d-bb23-d650b66efadb","Robbins, Arnold","Unix in a Nutshell, 4th Edition","Arnold Robbins","Unix in a Nutshell, 4th Edition","epub","3095801","eng","9780596159153","COMPUTERS / Operating Systems / UNIX"
"c3466c66-c602-4702-b791-0eed619fac0b","Dougherty, Dale & Robbins, Arnold","sed & awk, 2nd Edition","Dale Dougherty & Arnold Robbins","sed & awk, 2nd Edition","epub","1642314","eng","9781449387006","COMPUTERS / Operating Systems / UNIX"
"2ee052ad-d6c5-44f9-a3ce-180235134c5c","Craig Hunt","TCP/IP Network Administration, 3rd Edition","Craig Hunt","TCP/IP Network Administration, 3rd Edition","epub","2761521","eng","9781449387143","COMPUTERS / Networking / Network Protocols"
"1569c95d-4563-418b-8699-82d14150f2ee","Joseph D Sloan","Network Troubleshooting Tools","Joseph D Sloan","Network Troubleshooting Tools","epub","2186582","eng","9780596103460","COMPUTERS / Networking / General"
"5ee454cc-1a7a-4909-801d-851eafbec8d9","Doug Brown, John Levine, and Tony Mason","lex & yacc, 2nd Edition","Doug Brown, John Levine & Tony Mason","lex & yacc, 2nd Edition","epub","1441683","eng","9781449385606","COMPUTERS / Operating Systems / UNIX"
"5d8f88c5-8f3b-4a36-815f-87910c1481f8","Barrett, Daniel J.","Linux Pocket Guide, 3E","Daniel J. Barrett","Linux Pocket Guide, 3E","epub","2988854","eng","",""
"8503ebd5-0878-4587-bef0-80c199b78815","Cameron Newham","Learning the bash Shell, 3rd Edition","Cameron Newham","Learning the bash Shell, 3rd Edition","epub","1617091","eng","9780596158965","COMPUTERS / Operating Systems / UNIX"
"3bc0def3-cc1e-4abc-9423-e47585e84749","Taylor, Dave","Learning Unix for OS X","Dave Taylor","Learning Unix for OS X","epub","10529312","eng","",""
"aac44c3d-7481-4fa2-b98d-ea03d0f96206","Liu, Cricket & Albitz, Paul","DNS and BIND, 5th Edition","Cricket Liu & Paul Albitz","DNS and BIND, 5th Edition","epub","2621917","eng","9780596105723","COMPUTERS / Networking / General"
"03c27b4c-d24e-4b4d-bc10-d58ee10f3203","Debra Cameron, James Elliott, Marc Loy, Eric S. Raymond, and Bill Rosenblatt","Learning GNU Emacs, 3rd Edition","Debra Cameron, James Elliott, Marc Loy, Eric S. Raymond & Bill Rosenblatt","Learning GNU Emacs, 3rd Edition","epub","5598065","eng","9780596104184","COMPUTERS / General"
"ca4b359e-a810-4549-beab-6ec1e45a1c63","Æleen Frisch","Essential System Administration, 3rd Edition","Æleen Frisch","Essential System Administration, 3rd Edition","epub","4336382","eng","9780596103286","COMPUTERS / Operating Systems / UNIX"
"f81e3f1c-b3ac-466b-a4d0-f349006793c9","lvh","Crypto 101","lvh","Crypto 101","pdf","16269290","","","An introduction to cryptography for programmers"
"02fa4e6e-fcea-41c6-9dcc-a39af68afb30","Leesburg, Ashley","Yoga: Yoga For Beginners: What Every Yoga Beginner Should Know Before Practice (With 21 Pictured Poses)","Ashley Leesburg","Yoga: Yoga For Beginners: What Every Yoga Beginner Should Know Before Practice (With 21 Pictured Poses)","azw3","698554","eng","",""
"ce6a8cbf-3a9c-49cf-bd89-e970ae3917fe","DeMarco, Tom","Peopleware: Productive Projects and Teams","Tom DeMarco & Tim Lister","Peopleware: Productive Projects and Teams","azw3, epub","1830672","eng","",""
"a8299c46-50ab-42a4-8137-ce353a2c5478","Rhimes, Shonda","Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person","Shonda Rhimes","Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person","azw3, epub","5259040","eng","",""
"029f59b6-e1dd-4eb2-a511-da9248b212a1","Smith, Jefferson","All These Shiny Worlds","Jefferson Smith","All These Shiny Worlds","epub","601460","eng","978-0-9940795-5-8",""
"698f34e0-eb7e-4f28-964d-9b9f9ae4f7ed","Orzeszko, Eliza","Marta","Eliza Orzeszko","Marta","epub","163084","epo","","esperanto"
"4afc4dac-55a8-4aff-991e-acace7b40585","Wilson, Mara","Where Am I Now?","Mara Wilson","Where Am I Now?","epub","8385232","eng","",""
"1c7818ad-cbf6-4b3a-8a7b-56e90ff5d7ea","Anders, Charlie Jane","All the Birds in the Sky","Charlie Jane Anders","All the Birds in the Sky","epub","1211528","eng","9781466871120",""
"49b3656f-ce25-4cab-befc-972e8591e7bb","Amir Rajan","Surviving The App Store","Amir Rajan","Surviving The App Store","epub","1424121","eng","",""
"fd780696-3f3a-4970-9222-a9a3fc670f80","Hammer, Joshua","Bad-Ass Librarians of Timbuktu, The","Joshua Hammer","The Bad-Ass Librarians of Timbuktu","epub","7266769","eng","",""
"b60fb761-be31-4f1c-b0a0-fc68287c7388","Norman, Don","Design of Everyday Things, The","Don Norman","The Design of Everyday Things","pdf","2428542","","",""
"f09f6c31-dae9-40fb-a09c-0a990281d6b0","Lackey, Mercedes","REBOOTS","Mercedes Lackey","REBOOTS","epub","236557","eng","",""
"04ea6786-c783-4e5b-a917-eed7cbf3fca4","Stephenson, Neal","Seveneves","Neal Stephenson","Seveneves","epub","1597846","eng","",""
"989195a5-5b37-42f5-a965-03512b3ef31d","Kiedis, Anthony","Scar Tissue","Anthony Kiedis","Scar Tissue","epub","4218896","eng","",""
"712f6fb2-98df-4a38-9e0a-8521be016a0f","MailChimp","UX Reader, The","MailChimp","The UX Reader","epub","4898368","eng","","COMPUTERS / Web / Email Marketing"
"a5cf1b02-73a7-4557-addb-3129a3fa774f","Osherove, Roy","Elastic Leadership: Growing self-organizing teams","Roy Osherove","Elastic Leadership: Growing self-organizing teams","epub","693017","eng","",""
"0d697174-f424-47c6-8017-73eda61bd824","Tzu, Lao","Tao Te Ching","Lao Tzu","Tao Te Ching","epub","1035383","eng","","Poetry Translation"
"1390a246-0a4e-4e9d-8b90-f3c7c5920eb7","Prabhupada, His Divine Grace A. C. Bhaktivedanta Swami","Bhagavad-gita","His Divine Grace A. C. Bhaktivedanta Swami Prabhupada","Bhagavad-gita","epub, mobi","26127984","eng","",""
"85a3c11c-bd50-4395-a3ec-0473d7685fa4","Rosenthal, Norman E MD","Super Mind","Norman E Rosenthal MD","Super Mind","epub","884275","eng","",""
"840ef38e-21b3-4791-a730-3285cd2d9e64","Masters, Frontend","Front-end Developer Handbook 2017","Frontend Masters","Front-end Developer Handbook 2017","epub","4083844","eng","",""
"d0174ee7-529f-4ff8-891f-b39adab2499d","Noah, Trevor","Born a Crime","Trevor Noah","Born a Crime","epub","1115545","eng","",""
"75dd90a3-6bf4-4803-9ba9-67c3122ef40d","Kang, Han","Vegetarian, The","Han Kang","The Vegetarian","epub","5135236","eng","",""
"6bc966fb-cf48-4e4d-9a46-86d09f769f6d","Ferriss, Timothy","Tools of Titans","Timothy Ferriss","Tools of Titans","epub","5094993","eng","",""
"68329d28-cc7b-4b0f-a627-eb90b351774d","Gaiman, Neil","Norse Mythology","Neil Gaiman","Norse Mythology","epub","831940","eng","9780393609097","Fantasy"
"928663de-46e6-47da-abcf-6e688d0adfc4","Manson, Mark","Subtle Art of Not Giving a F*ck, The","Mark Manson","The Subtle Art of Not Giving a F*ck","epub, mobi","652532","eng","",""
